created_at,instrument,size,entry_price
2022-12-09 23:30:39.929705+00,ETH-USD,0.1,1262.48
2022-12-09 23:35:23.898092+00,ETH-USD,0.1,1262.48
2022-12-09 23:45:40.219845+00,ETH-USD,0.1,1262.48
2022-12-09 23:55:23.643856+00,ETH-USD,0.1,1262.48
2022-12-10 00:05:23.851356+00,ETH-USD,0.1,1262.48
2022-12-10 00:10:23.590832+00,ETH-USD,0.1,1262.48
2022-12-10 00:20:22.944588+00,ETH-USD,0.1,1262.48
2022-12-10 00:30:42.328682+00,ETH-USD,0,0
2022-12-10 00:40:23.937909+00,ETH-USD,0.01,1263
2022-12-10 00:50:24.142046+00,ETH-USD,0.01,1263
2022-12-10 01:00:40.742507+00,ETH-USD,0.01,1263
2022-12-10 01:05:24.424166+00,ETH-USD,0.01,1263
2022-12-10 01:15:40.835364+00,ETH-USD,0.01,1263
2022-12-10 01:25:24.22594+00,ETH-USD,0.01,1263
2022-12-10 01:30:40.757913+00,ETH-USD,0.01,1263
2022-12-10 01:40:23.925743+00,ETH-USD,0.01,1263
2022-12-10 01:50:24.13859+00,ETH-USD,0.01,1263
2022-12-10 02:00:40.503513+00,ETH-USD,0.01,1263
2022-12-10 02:05:23.82187+00,ETH-USD,0.01,1263
2022-12-10 02:15:40.523987+00,ETH-USD,0.01,1263
2022-12-10 02:20:24.117503+00,ETH-USD,0.01,1263
2022-12-10 02:30:39.922715+00,ETH-USD,0.01,1263
2022-12-10 02:35:24.048052+00,ETH-USD,0.01,1263
2022-12-10 02:45:40.187575+00,ETH-USD,0.01,1263
2022-12-10 02:50:24.336123+00,ETH-USD,0.01,1263
2022-12-10 03:00:39.890483+00,ETH-USD,0.01,1263
2022-12-10 03:05:24.088022+00,ETH-USD,0.01,1263
2022-12-10 03:15:41.00832+00,ETH-USD,0.01,1263
2022-12-10 03:20:24.123811+00,ETH-USD,0.01,1263
2022-12-10 03:30:40.711521+00,ETH-USD,0.01,1263
2022-12-10 03:35:24.404698+00,ETH-USD,0.01,1263
2022-12-10 03:45:41.006646+00,ETH-USD,0.01,1263
2022-12-10 03:55:24.203193+00,ETH-USD,0.01,1263
2022-12-10 04:05:23.849305+00,ETH-USD,0.01,1263
2022-12-10 04:10:24.181762+00,ETH-USD,0.01,1263
2022-12-10 04:20:24.131776+00,ETH-USD,0.01,1263
2022-12-10 04:30:40.524735+00,ETH-USD,0.01,1263
2022-12-10 04:40:23.895517+00,ETH-USD,0.01,1263
2022-12-10 04:50:23.496535+00,ETH-USD,0.01,1263
2022-12-10 04:55:25.992014+00,ETH-USD,0.01,1263
2022-12-10 05:05:23.788217+00,ETH-USD,0.01,1263
2022-12-10 05:15:40.774488+00,ETH-USD,0.01,1263
2022-12-10 05:20:24.089542+00,ETH-USD,0.01,1263
2022-12-10 05:25:24.189549+00,ETH-USD,0.01,1263
2022-12-10 05:30:41.296809+00,ETH-USD,0.01,1263
2022-12-10 05:40:23.883734+00,ETH-USD,0.01,1263
2022-12-10 05:45:41.001354+00,ETH-USD,0.01,1263
2022-12-10 05:55:24.187916+00,ETH-USD,0.01,1263
2022-12-10 06:05:23.77459+00,ETH-USD,0.01,1263
2022-12-10 06:15:40.98722+00,ETH-USD,0.01,1263
2022-12-10 06:25:23.578437+00,ETH-USD,0.01,1263
2022-12-10 06:30:40.698118+00,ETH-USD,0.01,1263
2022-12-10 06:40:23.877753+00,ETH-USD,0.01,1263
2022-12-10 06:45:40.427292+00,ETH-USD,0.01,1263
2022-12-10 06:50:24.300861+00,ETH-USD,0.01,1263
2022-12-10 07:00:24.552712+00,ETH-USD,0.01,1263
2022-12-10 07:05:24.044798+00,ETH-USD,0.01,1263
2022-12-10 07:15:40.410531+00,ETH-USD,0.01,1263
2022-12-10 07:20:24.075696+00,ETH-USD,0.01,1263
2022-12-10 07:30:40.678513+00,ETH-USD,0.01,1263
2022-12-10 07:35:24.366064+00,ETH-USD,0.01,1263
2022-12-10 07:45:40.966828+00,ETH-USD,0.01,1263
2022-12-10 07:55:23.562145+00,ETH-USD,0.01,1263
2022-12-10 08:00:40.66138+00,ETH-USD,0.01,1263
2022-12-10 08:10:23.856795+00,ETH-USD,0.01,1263
2022-12-10 08:15:40.968583+00,ETH-USD,0.01,1263
2022-12-10 08:20:24.059147+00,ETH-USD,0.01,1263
2022-12-10 08:25:24.448784+00,ETH-USD,0.01,1263
2022-12-10 08:35:23.983059+00,ETH-USD,0.01,1263
2022-12-10 08:45:40.962938+00,ETH-USD,0.01,1263
2022-12-10 08:50:24.056227+00,ETH-USD,0.01,1263
2022-12-10 09:00:43.049617+00,ETH-USD,0.01,1263
2022-12-10 09:10:24.098049+00,ETH-USD,0.01,1263
2022-12-10 09:15:40.95536+00,ETH-USD,0.01,1263
2022-12-10 09:25:22.948424+00,ETH-USD,0.02,1262.05
2022-12-10 09:35:23.745995+00,ETH-USD,0.02,1262.05
2022-12-10 09:45:23.95217+00,ETH-USD,0.02,1262.05
2022-12-10 09:55:22.946852+00,ETH-USD,0.02,1262.05
2022-12-10 10:00:40.407428+00,ETH-USD,0.02,1262.05
2022-12-10 10:10:23.847984+00,ETH-USD,0.02,1262.05
2022-12-10 10:20:24.054843+00,ETH-USD,0.02,1262.05
2022-12-10 10:30:40.407579+00,ETH-USD,0.02,1262.05
2022-12-10 10:40:24.437312+00,ETH-USD,0.02,1262.05
2022-12-10 10:50:23.452323+00,ETH-USD,0.02,1262.05
2022-12-10 10:55:24.141081+00,ETH-USD,0.02,1262.05
2022-12-10 11:00:40.636723+00,ETH-USD,0.02,1262.05
2022-12-10 11:10:23.834987+00,ETH-USD,0.02,1262.05
2022-12-10 11:20:24.279855+00,ETH-USD,0.02,1262.05
2022-12-10 11:30:40.403738+00,ETH-USD,0.02,1262.05
2022-12-10 11:35:23.948487+00,ETH-USD,0.02,1262.05
2022-12-10 11:45:39.500211+00,ETH-USD,0.02,1262.05
2022-12-10 11:55:23.527791+00,ETH-USD,0.02,1262.05
2022-12-10 12:00:40.637952+00,ETH-USD,0.02,1262.05
2022-12-10 12:10:24.067008+00,ETH-USD,0.02,1262.05
2022-12-10 12:15:40.930336+00,ETH-USD,0.02,1262.05
2022-12-10 12:25:24.126423+00,ETH-USD,0.02,1262.05
2022-12-10 12:35:23.36831+00,ETH-USD,0.02,1262.05
2022-12-10 12:40:23.823146+00,ETH-USD,0.02,1262.05
2022-12-10 12:45:40.090883+00,ETH-USD,0.02,1262.05
2022-12-10 12:55:24.384402+00,ETH-USD,0.02,1262.05
2022-12-10 13:05:23.709538+00,ETH-USD,0.02,1262.05
2022-12-10 13:10:24.034614+00,ETH-USD,0.02,1262.05
2022-12-10 13:15:38.877238+00,ETH-USD,-0.02,1270.45
2022-12-10 13:25:23.504502+00,ETH-USD,0.01,1265.2
2022-12-10 13:30:39.784942+00,ETH-USD,0.01,1265.2
2022-12-10 13:40:23.819525+00,ETH-USD,0.01,1265.2
2022-12-10 13:45:40.934943+00,ETH-USD,0.01,1265.2
2022-12-10 13:55:23.525195+00,ETH-USD,-0.01,1268.1
2022-12-10 14:00:39.779232+00,ETH-USD,-0.01,1268.1
2022-12-10 14:10:23.22381+00,ETH-USD,-0.01,1268.1
2022-12-10 14:15:40.900432+00,ETH-USD,-0.01,1268.1
2022-12-10 14:25:23.498137+00,ETH-USD,-0.01,1268.1
2022-12-10 14:30:39.17023+00,ETH-USD,-0.02,1269.05
2022-12-10 14:40:23.801148+00,ETH-USD,-0.03,1270.3
2022-12-10 14:50:23.995221+00,ETH-USD,-0.03,1270.3
2022-12-10 15:00:41.225935+00,ETH-USD,-0.03,1270.3
2022-12-10 15:05:25.513154+00,ETH-USD,-0.03,1270.3
2022-12-10 15:15:24.731547+00,ETH-USD,-0.03,1270.3
2022-12-10 15:25:24.110245+00,ETH-USD,-0.05,1272.34
2022-12-10 15:30:39.426202+00,ETH-USD,-0.05,1272.34
2022-12-10 15:40:27.273642+00,ETH-USD,-0.05,1272.34
2022-12-10 15:45:40.688445+00,ETH-USD,-0.05,1272.34
2022-12-10 15:55:24.114861+00,ETH-USD,-0.05,1272.34
2022-12-10 16:05:24.28967+00,ETH-USD,-0.08,1275.4125
2022-12-10 16:15:23.884414+00,ETH-USD,-0.08,1275.4125
2022-12-10 16:20:23.985175+00,ETH-USD,-0.08,1275.4125
2022-12-10 16:30:41.232647+00,ETH-USD,-0.08,1275.4125
2022-12-10 16:40:23.812826+00,ETH-USD,-0.08,1275.4125
2022-12-10 16:50:23.992122+00,ETH-USD,-0.08,1275.4125
2022-12-10 17:00:40.983317+00,ETH-USD,-0.08,1275.4125
2022-12-10 17:10:26.428568+00,ETH-USD,-0.08,1275.4125
2022-12-10 17:20:24.004002+00,ETH-USD,-0.08,1275.4125
2022-12-10 17:30:41.186522+00,ETH-USD,-0.08,1275.4125
2022-12-10 17:40:23.996086+00,ETH-USD,-0.08,1275.4125
2022-12-10 17:45:40.892078+00,ETH-USD,-0.08,1275.4125
2022-12-10 17:55:24.062975+00,ETH-USD,0.02,1269.2
2022-12-10 18:00:39.141708+00,ETH-USD,0.02,1269.2
2022-12-10 18:10:23.773155+00,ETH-USD,0.02,1269.2
2022-12-10 18:20:23.411637+00,ETH-USD,0.02,1269.2
2022-12-10 18:25:24.655839+00,ETH-USD,0.02,1269.2
2022-12-10 18:35:24.553726+00,ETH-USD,0.02,1269.2
2022-12-10 18:45:40.32493+00,ETH-USD,0.02,1269.2
2022-12-10 18:50:23.960835+00,ETH-USD,0.02,1269.2
2022-12-10 19:00:40.595318+00,ETH-USD,0.02,1269.2
2022-12-10 19:10:25.553934+00,ETH-USD,0.02,1269.2
2022-12-10 19:20:23.956472+00,ETH-USD,0.02,1269.2
2022-12-10 19:25:24.049818+00,ETH-USD,0.02,1269.2
2022-12-10 19:35:23.699605+00,ETH-USD,0.02,1269.2
2022-12-10 19:45:40.867404+00,ETH-USD,0.02,1269.2
2022-12-10 19:55:24.314197+00,ETH-USD,0.02,1269.2
2022-12-10 20:05:23.648101+00,ETH-USD,0.02,1269.2
2022-12-10 20:10:24.339561+00,ETH-USD,0.02,1269.2
2022-12-10 20:20:23.340487+00,ETH-USD,0.02,1269.2
2022-12-10 20:30:40.31479+00,ETH-USD,0.02,1269.2
2022-12-10 20:40:24.34906+00,ETH-USD,0.02,1269.2
2022-12-10 20:50:24.232313+00,ETH-USD,0.02,1269.2
2022-12-10 20:55:24.035804+00,ETH-USD,0.02,1269.2
2022-12-10 21:00:41.140378+00,ETH-USD,0.02,1269.2
2022-12-10 21:05:23.640735+00,ETH-USD,0.02,1269.2
2022-12-10 21:10:23.135962+00,ETH-USD,0.02,1269.2
2022-12-10 21:20:23.964482+00,ETH-USD,0.02,1269.2
2022-12-10 21:25:24.255155+00,ETH-USD,0.02,1269.2
2022-12-10 21:35:24.311442+00,ETH-USD,0.02,1269.2
2022-12-10 21:45:40.838331+00,ETH-USD,0.02,1269.2
2022-12-10 21:55:24.307956+00,ETH-USD,0.02,1269.2
2022-12-10 22:05:25.433902+00,ETH-USD,0.03,1268.566667
2022-12-10 22:15:40.823072+00,ETH-USD,0.03,1268.566667
2022-12-10 22:25:24.317593+00,ETH-USD,0.03,1268.566667
2022-12-10 22:30:39.094187+00,ETH-USD,0.03,1268.566667
2022-12-10 22:40:23.72516+00,ETH-USD,0.03,1268.566667
2022-12-10 22:45:40.820414+00,ETH-USD,0.03,1268.566667
2022-12-10 22:50:23.921287+00,ETH-USD,0.03,1268.566667
2022-12-10 23:00:41.130374+00,ETH-USD,0.03,1268.566667
2022-12-10 23:10:23.717503+00,ETH-USD,0.03,1268.566667
2022-12-10 23:15:40.820524+00,ETH-USD,0.03,1268.566667
2022-12-10 23:25:24.016388+00,ETH-USD,0.03,1268.566667
2022-12-10 23:35:24.24294+00,ETH-USD,0.04,1268.1
2022-12-10 23:45:24.680978+00,ETH-USD,0.06,1266.366667
2022-12-10 23:55:23.672891+00,ETH-USD,0.07,1265.714286
2022-12-11 00:00:40.526507+00,ETH-USD,0.07,1265.714286
2022-12-11 00:05:24.228117+00,ETH-USD,0.07,1265.714286
2022-12-11 00:15:40.832916+00,ETH-USD,0.07,1265.714286
2022-12-11 00:25:24.017312+00,ETH-USD,0.07,1265.714286
2022-12-11 00:30:41.157747+00,ETH-USD,0.07,1265.714286
2022-12-11 00:35:24.215405+00,ETH-USD,0.07,1265.714286
2022-12-11 00:45:40.562056+00,ETH-USD,0.07,1265.714286
2022-12-11 00:55:24.000321+00,ETH-USD,0.07,1265.714286
2022-12-11 01:05:24.192396+00,ETH-USD,0.07,1265.714286
2022-12-11 01:15:39.364734+00,ETH-USD,0.06,1265.714286
2022-12-11 01:20:25.689376+00,ETH-USD,0.06,1265.714286
2022-12-11 01:25:24.254303+00,ETH-USD,0.06,1265.714286
2022-12-11 01:35:23.81468+00,ETH-USD,0.06,1265.714286
2022-12-11 01:40:23.687532+00,ETH-USD,0.06,1265.714286
2022-12-11 01:45:40.802962+00,ETH-USD,0.06,1265.714286
2022-12-11 01:55:24.003074+00,ETH-USD,0.06,1265.714286
2022-12-11 02:05:23.574646+00,ETH-USD,0.05,1265.714286
2022-12-11 02:15:39.953026+00,ETH-USD,0.05,1265.714286
2022-12-11 02:20:23.878441+00,ETH-USD,0.05,1265.714286
2022-12-11 02:25:24.289736+00,ETH-USD,0.05,1265.714286
2022-12-11 02:35:24.175044+00,ETH-USD,0.05,1265.714286
2022-12-11 02:40:24.314464+00,ETH-USD,0.05,1265.714286
2022-12-11 02:50:23.872476+00,ETH-USD,0.05,1265.714286
2022-12-11 03:00:40.494676+00,ETH-USD,0.05,1265.714286
2022-12-11 03:05:23.820095+00,ETH-USD,0.05,1265.714286
2022-12-11 03:15:40.795732+00,ETH-USD,0.05,1265.714286
2022-12-11 03:20:23.89121+00,ETH-USD,0.05,1265.714286
2022-12-11 03:30:40.292772+00,ETH-USD,0.05,1265.714286
2022-12-11 03:35:25.96763+00,ETH-USD,0.05,1265.714286
2022-12-11 03:45:39.334191+00,ETH-USD,0.04,1265.714286
2022-12-11 03:55:23.960731+00,ETH-USD,0.04,1265.714286
2022-12-11 04:00:39.639172+00,ETH-USD,0.04,1265.714286
2022-12-11 04:10:23.656103+00,ETH-USD,0.04,1265.714286
2022-12-11 04:20:23.851807+00,ETH-USD,0.04,1265.714286
2022-12-11 04:25:24.266077+00,ETH-USD,0.04,1265.714286
2022-12-11 04:35:24.178202+00,ETH-USD,0.04,1265.714286
2022-12-11 04:45:39.331131+00,ETH-USD,0.04,1265.714286
2022-12-11 04:50:23.847243+00,ETH-USD,0.04,1265.714286
2022-12-11 05:00:41.079816+00,ETH-USD,0.04,1265.714286
2022-12-11 05:10:24.295328+00,ETH-USD,0.04,1265.714286
2022-12-11 05:15:41.351942+00,ETH-USD,0.04,1265.714286
2022-12-11 05:25:23.943715+00,ETH-USD,-0.01,1275.8
2022-12-11 05:35:24.153293+00,ETH-USD,-0.01,1275.8
2022-12-11 05:45:41.122566+00,ETH-USD,-0.02,1276.7
2022-12-11 05:55:23.573535+00,ETH-USD,-0.02,1276.7
2022-12-11 06:00:40.813402+00,ETH-USD,-0.02,1276.7
2022-12-11 06:05:24.171634+00,ETH-USD,-0.02,1276.7
2022-12-11 06:15:40.737599+00,ETH-USD,-0.02,1276.7
2022-12-11 06:20:23.841586+00,ETH-USD,-0.02,1276.7
2022-12-11 06:25:25.738209+00,ETH-USD,-0.02,1276.7
2022-12-11 06:35:23.549181+00,ETH-USD,-0.02,1276.7
2022-12-11 06:45:40.757361+00,ETH-USD,-0.02,1276.7
2022-12-11 06:55:24.525314+00,ETH-USD,-0.02,1276.7
2022-12-11 07:05:24.383447+00,ETH-USD,-0.02,1276.7
2022-12-11 07:15:40.510685+00,ETH-USD,-0.02,1276.7
2022-12-11 07:25:23.926909+00,ETH-USD,-0.02,1276.7
2022-12-11 07:30:41.03821+00,ETH-USD,-0.02,1276.7
2022-12-11 07:40:23.626449+00,ETH-USD,-0.02,1276.7
2022-12-11 07:50:23.833723+00,ETH-USD,-0.02,1276.7
2022-12-11 07:55:24.788823+00,ETH-USD,-0.02,1276.7
2022-12-11 08:05:24.95904+00,ETH-USD,-0.02,1276.7
2022-12-11 08:10:24.23212+00,ETH-USD,-0.02,1276.7
2022-12-11 08:20:26.212345+00,ETH-USD,-0.02,1276.7
2022-12-11 08:30:42.817292+00,ETH-USD,-0.02,1276.7
2022-12-11 08:35:24.155399+00,ETH-USD,-0.02,1276.7
2022-12-11 08:40:24.21504+00,ETH-USD,-0.02,1276.7
2022-12-11 08:45:39.891197+00,ETH-USD,-0.02,1276.7
2022-12-11 08:55:23.926087+00,ETH-USD,-0.02,1276.7
2022-12-11 09:05:23.514599+00,ETH-USD,-0.02,1276.7
2022-12-11 09:15:40.72673+00,ETH-USD,-0.02,1276.7
2022-12-11 09:25:23.53816+00,ETH-USD,-0.02,1276.7
2022-12-11 09:30:39.581457+00,ETH-USD,-0.02,1276.7
2022-12-11 09:40:24.207327+00,ETH-USD,-0.01,1276.7
2022-12-11 09:50:23.807965+00,ETH-USD,-0.01,1276.7
2022-12-11 09:55:24.139818+00,ETH-USD,-0.01,1276.7
2022-12-11 10:05:24.102827+00,ETH-USD,-0.01,1276.7
2022-12-11 10:10:26.008883+00,ETH-USD,-0.01,1276.7
2022-12-11 10:20:23.801762+00,ETH-USD,-0.01,1276.7
2022-12-11 10:30:40.471669+00,ETH-USD,-0.01,1276.7
2022-12-11 10:40:24.197274+00,ETH-USD,-0.01,1276.7
2022-12-11 10:50:23.786931+00,ETH-USD,-0.01,1276.7
2022-12-11 11:00:40.996321+00,ETH-USD,-0.01,1276.7
2022-12-11 11:10:23.604336+00,ETH-USD,0,0
2022-12-11 11:15:40.719045+00,ETH-USD,0,0
2022-12-11 11:25:23.892843+00,ETH-USD,0,0
2022-12-11 11:30:40.760504+00,ETH-USD,0,0
2022-12-11 11:35:24.08192+00,ETH-USD,0,0
2022-12-11 11:40:23.817551+00,ETH-USD,0,0
2022-12-11 11:45:41.305249+00,ETH-USD,0,0
2022-12-11 11:55:24.196365+00,ETH-USD,-0.01,1273.5
2022-12-11 12:05:25.882738+00,ETH-USD,-0.01,1273.5
2022-12-11 12:15:40.124494+00,ETH-USD,-0.01,1273.5
2022-12-11 12:20:24.692327+00,ETH-USD,-0.01,1273.5
2022-12-11 12:30:40.97539+00,ETH-USD,-0.01,1273.5
2022-12-11 12:35:23.702098+00,ETH-USD,-0.01,1273.5
2022-12-11 12:45:41.276251+00,ETH-USD,-0.01,1273.5
2022-12-11 12:55:23.880223+00,ETH-USD,-0.01,1273.5
2022-12-11 13:05:24.081455+00,ETH-USD,-0.01,1273.5
2022-12-11 13:10:24.171242+00,ETH-USD,-0.01,1273.5
2022-12-11 13:20:23.781498+00,ETH-USD,-0.02,1274.4
2022-12-11 13:25:23.869398+00,ETH-USD,-0.02,1274.4
2022-12-11 13:35:24.067996+00,ETH-USD,-0.02,1274.4
2022-12-11 13:45:23.940811+00,ETH-USD,-0.02,1274.4
2022-12-11 13:50:27.366897+00,ETH-USD,0,0
2022-12-11 14:00:40.146338+00,ETH-USD,0,0
2022-12-11 14:05:25.49978+00,ETH-USD,0.01,1270.7
2022-12-11 14:15:40.739323+00,ETH-USD,0.01,1270.7
2022-12-11 14:20:24.363655+00,ETH-USD,0.01,1270.7
2022-12-11 14:30:40.39054+00,ETH-USD,0.02,1269.75
2022-12-11 14:35:24.314637+00,ETH-USD,0.02,1269.75
2022-12-11 14:45:40.661193+00,ETH-USD,0.02,1269.75
2022-12-11 14:50:24.353074+00,ETH-USD,0.02,1269.75
2022-12-11 15:00:40.136669+00,ETH-USD,0.02,1269.75
2022-12-11 15:10:23.555185+00,ETH-USD,0.02,1269.75
2022-12-11 15:15:39.845696+00,ETH-USD,0.02,1269.75
2022-12-11 15:20:23.759573+00,ETH-USD,0.02,1269.75
2022-12-11 15:25:24.09465+00,ETH-USD,0.02,1269.75
2022-12-11 15:35:24.311944+00,ETH-USD,0.02,1269.75
2022-12-11 15:45:40.66293+00,ETH-USD,0.02,1269.75
2022-12-11 15:50:23.99049+00,ETH-USD,0.02,1269.75
2022-12-11 16:00:40.945595+00,ETH-USD,0.02,1269.75
2022-12-11 16:10:23.539579+00,ETH-USD,0.02,1269.75
2022-12-11 16:20:24.344855+00,ETH-USD,0.02,1269.75
2022-12-11 16:25:24.405863+00,ETH-USD,0.02,1269.75
2022-12-11 16:35:24.348927+00,ETH-USD,0.02,1269.75
2022-12-11 16:45:40.437578+00,ETH-USD,-0.01,1274.4
2022-12-11 16:55:23.837998+00,ETH-USD,-0.01,1274.4
2022-12-11 17:05:24.047078+00,ETH-USD,-0.01,1274.4
2022-12-11 17:10:25.944587+00,ETH-USD,-0.01,1274.4
2022-12-11 17:20:23.74239+00,ETH-USD,-0.01,1274.4
2022-12-11 17:25:23.823247+00,ETH-USD,-0.01,1274.4
2022-12-11 17:30:40.157058+00,ETH-USD,-0.01,1274.4
2022-12-11 17:40:24.125632+00,ETH-USD,-0.01,1274.4
2022-12-11 17:50:23.956322+00,ETH-USD,-0.01,1274.4
2022-12-11 18:00:40.941154+00,ETH-USD,-0.01,1274.4
2022-12-11 18:05:24.042503+00,ETH-USD,-0.01,1274.4
2022-12-11 18:15:40.402282+00,ETH-USD,-0.01,1274.4
2022-12-11 18:20:23.73776+00,ETH-USD,-0.01,1274.4
2022-12-11 18:25:23.819761+00,ETH-USD,-0.01,1274.4
2022-12-11 18:35:24.017497+00,ETH-USD,-0.01,1274.4
2022-12-11 18:45:41.24531+00,ETH-USD,-0.01,1274.4
2022-12-11 18:55:23.827752+00,ETH-USD,-0.01,1274.4
2022-12-11 19:00:39.738191+00,ETH-USD,-0.03,1276.666667
2022-12-11 19:05:24.315132+00,ETH-USD,-0.05,1279.38
2022-12-11 19:15:41.038685+00,ETH-USD,-0.05,1279.38
2022-12-11 19:25:23.836279+00,ETH-USD,-0.05,1279.38
2022-12-11 19:30:40.679015+00,ETH-USD,-0.05,1279.38
2022-12-11 19:40:25.912477+00,ETH-USD,0.01,1274.5
2022-12-11 19:50:23.948958+00,ETH-USD,0.01,1274.5
2022-12-11 19:55:23.80796+00,ETH-USD,0.01,1274.5
2022-12-11 20:05:24.006685+00,ETH-USD,0.01,1274.5
2022-12-11 20:10:24.355936+00,ETH-USD,0.01,1274.5
2022-12-11 20:15:39.192036+00,ETH-USD,0.02,1272.8
2022-12-11 20:25:23.79911+00,ETH-USD,0.04,1269.55
2022-12-11 20:35:23.994859+00,ETH-USD,0.04,1269.55
2022-12-11 20:40:24.106981+00,ETH-USD,0.04,1269.55
2022-12-11 20:45:40.593+00,ETH-USD,0.04,1269.55
2022-12-11 20:55:24.392855+00,ETH-USD,0.04,1269.55
2022-12-11 21:05:24.009128+00,ETH-USD,0.05,1268.18
2022-12-11 21:10:24.095963+00,ETH-USD,0.05,1268.18
2022-12-11 21:20:24.445944+00,ETH-USD,0.05,1268.18
2022-12-11 21:30:40.897382+00,ETH-USD,0.05,1268.18
2022-12-11 21:35:23.981761+00,ETH-USD,0.05,1268.18
2022-12-11 21:40:24.083023+00,ETH-USD,0.05,1268.18
2022-12-11 21:45:41.18517+00,ETH-USD,0.05,1268.18
2022-12-11 21:55:23.784544+00,ETH-USD,0.06,1267.816667
2022-12-11 22:05:26.030789+00,ETH-USD,0.07,1267.185714
2022-12-11 22:15:41.204642+00,ETH-USD,0.07,1267.185714
2022-12-11 22:25:23.793209+00,ETH-USD,0.07,1267.185714
2022-12-11 22:35:23.977273+00,ETH-USD,0.08,1266.8625
2022-12-11 22:40:24.083417+00,ETH-USD,0.11,1265.109091
2022-12-11 22:45:38.571771+00,ETH-USD,0.11,1265.109091
2022-12-11 22:55:24.395828+00,ETH-USD,0.11,1265.109091
2022-12-11 23:05:23.969172+00,ETH-USD,0.06,1265.109091
2022-12-11 23:10:23.694431+00,ETH-USD,0.06,1265.109091
2022-12-11 23:15:41.170264+00,ETH-USD,0.06,1265.109091
2022-12-11 23:25:24.365914+00,ETH-USD,0.06,1265.109091
2022-12-11 23:35:23.969731+00,ETH-USD,0.06,1265.109091
2022-12-11 23:40:24.063702+00,ETH-USD,0.06,1265.109091
2022-12-11 23:50:23.688404+00,ETH-USD,0.06,1265.109091
2022-12-12 00:00:40.87323+00,ETH-USD,0.06,1265.109091
2022-12-12 00:10:24.067615+00,ETH-USD,0.07,1264.733333
2022-12-12 00:15:38.534323+00,ETH-USD,0.09,1263.564286
2022-12-12 00:25:26.168002+00,ETH-USD,0.1,1262.913333
2022-12-12 00:35:23.58275+00,ETH-USD,0.1,1262.913333
2022-12-12 00:45:39.7364+00,ETH-USD,0.11,1262.2125
2022-12-12 00:55:23.755857+00,ETH-USD,0.11,1262.2125
2022-12-12 01:05:23.952762+00,ETH-USD,0.11,1262.2125
2022-12-12 01:15:40.359256+00,ETH-USD,0.11,1262.2125
2022-12-12 01:25:23.780051+00,ETH-USD,0.11,1262.2125
2022-12-12 01:35:23.983498+00,ETH-USD,0.11,1262.2125
2022-12-12 01:45:40.34568+00,ETH-USD,0.11,1262.2125
2022-12-12 01:55:22.575266+00,ETH-USD,0.12,1261.794118
2022-12-12 02:00:39.46085+00,ETH-USD,0.12,1261.794118
2022-12-12 02:05:23.955381+00,ETH-USD,0.12,1261.794118
2022-12-12 02:15:39.750998+00,ETH-USD,0.13,1261.388889
2022-12-12 02:20:23.636586+00,ETH-USD,0.13,1261.388889
2022-12-12 02:25:26.358423+00,ETH-USD,0.13,1261.388889
2022-12-12 02:35:23.577436+00,ETH-USD,0.13,1261.388889
2022-12-12 02:40:24.04381+00,ETH-USD,0.13,1261.388889
2022-12-12 02:45:40.306535+00,ETH-USD,0.13,1261.388889
2022-12-12 02:55:23.378681+00,ETH-USD,0.19,1258.1875
2022-12-12 03:05:24.196241+00,ETH-USD,0.19,1258.1875
2022-12-12 03:10:24.869756+00,ETH-USD,0.19,1258.1875
2022-12-12 03:20:24.236127+00,ETH-USD,0.19,1258.1875
2022-12-12 03:30:41.866138+00,ETH-USD,0.19,1258.1875
2022-12-12 03:40:24.077129+00,ETH-USD,0.19,1258.1875
2022-12-12 03:50:23.635487+00,ETH-USD,0.19,1258.1875
2022-12-12 03:55:23.726833+00,ETH-USD,0.19,1258.1875
2022-12-12 04:00:40.236682+00,ETH-USD,0.19,1258.1875
2022-12-12 04:05:24.744131+00,ETH-USD,0.19,1258.1875
2022-12-12 04:15:38.501632+00,ETH-USD,0.2,1257.492
2022-12-12 04:20:24.518391+00,ETH-USD,0.2,1257.492
2022-12-12 04:30:40.223839+00,ETH-USD,0.2,1257.492
2022-12-12 04:35:23.929002+00,ETH-USD,0.2,1257.492
2022-12-12 04:45:39.724893+00,ETH-USD,0.2,1257.492
2022-12-12 04:55:23.116753+00,ETH-USD,0.2,1257.492
2022-12-12 05:00:40.22072+00,ETH-USD,0.2,1257.492
2022-12-12 05:10:24.258289+00,ETH-USD,0.2,1257.492
2022-12-12 05:20:23.607729+00,ETH-USD,0.2,1257.492
2022-12-12 05:25:23.711399+00,ETH-USD,0.2,1257.492
2022-12-12 05:35:23.902768+00,ETH-USD,0.2,1257.492
2022-12-12 05:45:39.071796+00,ETH-USD,0.2,1257.492
2022-12-12 05:55:23.70854+00,ETH-USD,0.2,1257.492
2022-12-12 06:00:40.803369+00,ETH-USD,0.2,1257.492
2022-12-12 06:05:24.848296+00,ETH-USD,0.2,1257.492
2022-12-12 06:15:40.503855+00,ETH-USD,0.2,1257.492
2022-12-12 06:20:23.60021+00,ETH-USD,0.2,1257.492
2022-12-12 06:30:40.191383+00,ETH-USD,0.2,1257.492
2022-12-12 06:40:24.01222+00,ETH-USD,0.2,1257.492
2022-12-12 06:45:40.489343+00,ETH-USD,0.2,1257.492
