created_at,currency,net asset value,unrealized pnl,realized pnl,balance
2022-12-25 23:45:39.290654+00,,4941.556658,0,-1,4941.556658
2022-12-25 23:55:24.221221+00,,4941.336266,0,-1,4941.336266
2022-12-26 00:00:40.457582+00,,4941.33725,0,-1,4941.33725
2022-12-26 00:05:22.932919+00,,4941.33725,0,-1,4941.33725
2022-12-26 00:15:23.96931+00,,4941.33725,0,-1,4941.33725
2022-12-26 00:20:22.632696+00,,4941.53231,0,-1,4941.53231
2022-12-26 00:30:40.195504+00,,4941.53231,0,-1,4941.53231
2022-12-26 00:35:23.530613+00,,4941.53231,0,-1,4941.53231
2022-12-26 00:45:38.708337+00,,4941.37161,0,-1,4941.37161
2022-12-26 00:50:23.817322+00,,4941.37161,0,-1,4941.37161
2022-12-26 01:00:39.610971+00,,4941.37161,0,-1,4941.37161
2022-12-26 01:05:23.153252+00,,4941.37297,0,-1,4941.37297
2022-12-26 01:15:39.889737+00,,4941.37297,0,-1,4941.37297
2022-12-26 01:20:24.04688+00,,4941.37297,0,-1,4941.37297
2022-12-26 01:25:23.894717+00,,4941.37297,0,-1,4941.37297
2022-12-26 01:30:40.154272+00,,4941.37297,0,-1,4941.37297
2022-12-26 01:40:23.607814+00,,4941.37297,0,-1,4941.37297
2022-12-26 01:50:24.320746+00,,4941.072177,0,-1,4941.072177
2022-12-26 01:55:23.308133+00,,4941.072177,0,-1,4941.072177
2022-12-26 02:05:23.506477+00,,4940.797241,0,-1,4940.797241
2022-12-26 02:10:23.008501+00,,4940.797241,0,-1,4940.797241
2022-12-26 02:15:39.273768+00,,4941.168236,0,-1,4941.168236
2022-12-26 02:25:23.898297+00,,4941.168236,0,-1,4941.168236
2022-12-26 02:35:23.48822+00,,4941.168236,0,-1,4941.168236
2022-12-26 02:45:40.508654+00,,4941.168236,0,-1,4941.168236
2022-12-26 02:50:23.783726+00,,4941.168236,0,-1,4941.168236
2022-12-26 03:00:38.964562+00,,4940.937116,0,-1,4940.937116
2022-12-26 03:05:23.473933+00,,4940.936176,0,-1,4940.936176
2022-12-26 03:10:23.603948+00,,4940.936176,0,-1,4940.936176
2022-12-26 03:20:23.480706+00,,4940.936176,0,-1,4940.936176
2022-12-26 03:30:40.160902+00,,4941.196901,0,-1,4941.196901
2022-12-26 03:35:23.765835+00,,4941.196901,0,-1,4941.196901
2022-12-26 03:45:39.276838+00,,4941.196901,0,-1,4941.196901
2022-12-26 03:55:23.284889+00,,4941.196901,0,-1,4941.196901
2022-12-26 04:00:39.553877+00,,4941.20381,0,-1,4941.20381
2022-12-26 04:10:23.257726+00,,4940.939987,0,-1,4940.939987
2022-12-26 04:15:40.469797+00,,4940.939987,0,-1,4940.939987
2022-12-26 04:20:22.58417+00,,4940.939987,0,-1,4940.939987
2022-12-26 04:25:24.170443+00,,4940.939987,0,-1,4940.939987
2022-12-26 04:35:23.502526+00,,4941.316502,0,-1,4941.316502
2022-12-26 04:45:39.846497+00,,4941.316502,0,-1,4941.316502
2022-12-26 04:55:23.278328+00,,4941.316502,0,-1,4941.316502
2022-12-26 05:00:39.542215+00,,4941.31366,0,-1,4941.31366
2022-12-26 05:05:23.101502+00,,4940.952696,0,-1,4940.952696
2022-12-26 05:15:40.439662+00,,4940.952696,0,-1,4940.952696
2022-12-26 05:25:22.677104+00,,4940.952696,0,-1,4940.952696
2022-12-26 05:35:26.12144+00,,4940.952696,0,-1,4940.952696
2022-12-26 05:45:23.083281+00,,4940.952696,0,-1,4940.952696
2022-12-26 05:55:23.487157+00,,4941.224768,0,-1,4941.224768
2022-12-26 06:05:23.697015+00,,4941.221513,0,-1,4941.221513
2022-12-26 06:10:23.568453+00,,4941.221513,0,-1,4941.221513
2022-12-26 06:20:22.565133+00,,4941.221513,0,-1,4941.221513
2022-12-26 06:25:23.84894+00,,4941.221513,0,-1,4941.221513
2022-12-26 06:35:23.449338+00,,4941.221513,0,-1,4941.221513
2022-12-26 06:45:39.812613+00,,4941.221513,0,-1,4941.221513
2022-12-26 06:50:23.759263+00,,4941.221513,0,-1,4941.221513
2022-12-26 07:00:39.519901+00,,4941.427907,0,-1,4941.427907
2022-12-26 07:10:22.954088+00,,4941.427907,0,-1,4941.427907
2022-12-26 07:20:22.527962+00,,4941.427907,0,-1,4941.427907
2022-12-26 07:25:23.862737+00,,4941.427907,0,-1,4941.427907
2022-12-26 07:35:23.687038+00,,4941.14408,0,-1,4941.14408
2022-12-26 07:40:23.547484+00,,4941.14408,0,-1,4941.14408
2022-12-26 07:50:24.937806+00,,4941.14408,0,-1,4941.14408
2022-12-26 08:00:39.497902+00,,4941.14408,0,-1,4941.14408
2022-12-26 08:05:23.435332+00,,4941.142122,0,-1,4941.142122
2022-12-26 08:10:23.517323+00,,4941.142122,0,-1,4941.142122
2022-12-26 08:20:23.979733+00,,4941.446251,0,-1,4941.446251
2022-12-26 08:25:25.632464+00,,4941.446251,0,-1,4941.446251
2022-12-26 08:35:22.50375+00,,4941.446251,0,-1,4941.446251
2022-12-26 08:40:23.549899+00,,4941.446251,0,-1,4941.446251
2022-12-26 08:50:23.741911+00,,4941.446251,0,-1,4941.446251
2022-12-26 08:55:23.823182+00,,4941.446251,0,-1,4941.446251
2022-12-26 09:05:23.433208+00,,4941.444896,0,-1,4941.444896
2022-12-26 09:10:24.35475+00,,4941.444896,0,-1,4941.444896
2022-12-26 09:20:22.557086+00,,4941.444896,0,-1,4941.444896
2022-12-26 09:25:23.833463+00,,4941.444896,0,-1,4941.444896
2022-12-26 09:35:24.034997+00,,4941.162377,0,-1,4941.162377
2022-12-26 09:45:39.797836+00,,4941.162377,0,-1,4941.162377
2022-12-26 09:50:23.11946+00,,4941.162377,0,-1,4941.162377
2022-12-26 10:00:23.35879+00,,4941.162377,0,-1,4941.162377
2022-12-26 10:05:23.41835+00,,4941.15998,0,-1,4941.15998
2022-12-26 10:15:40.985794+00,,4941.15998,0,-1,4941.15998
2022-12-26 10:25:22.636003+00,,4941.15998,0,-1,4941.15998
2022-12-26 10:35:23.439452+00,,4940.845119,0,-1,4940.845119
2022-12-26 10:40:22.963556+00,,4940.845119,0,-1,4940.845119
2022-12-26 10:45:38.575935+00,,4940.845119,0,-1,4940.845119
2022-12-26 10:55:23.217796+00,,4940.845119,0,-1,4940.845119
2022-12-26 11:00:40.751437+00,,4941.376263,0,-1,4941.376263
2022-12-26 11:10:23.536999+00,,4941.375258,0,-1,4941.375258
2022-12-26 11:20:23.959951+00,,4941.375258,0,-1,4941.375258
2022-12-26 11:30:23.326396+00,,4941.082246,0,-1,4941.082246
2022-12-26 11:35:24.239025+00,,4941.082246,0,-1,4941.082246
2022-12-26 11:45:39.780044+00,,4941.082246,0,-1,4941.082246
2022-12-26 11:55:23.818408+00,,4941.082246,0,-1,4941.082246
2022-12-26 12:00:23.906858+00,,4941.082246,0,-1,4941.082246
2022-12-26 12:05:22.812224+00,,4941.07963,0,-1,4941.07963
2022-12-26 12:15:43.398432+00,,4941.07963,0,-1,4941.07963
2022-12-26 12:20:23.724178+00,,4941.07963,0,-1,4941.07963
2022-12-26 12:25:24.078119+00,,4941.07963,0,-1,4941.07963
2022-12-26 12:35:23.385465+00,,4941.07963,0,-1,4941.07963
2022-12-26 12:45:40.373649+00,,4941.07963,0,-1,4941.07963
2022-12-26 12:55:24.055577+00,,4941.329789,0,-1,4941.329789
2022-12-26 13:05:23.627831+00,,4941.328363,0,-1,4941.328363
2022-12-26 13:10:23.753382+00,,4941.328363,0,-1,4941.328363
2022-12-26 13:20:22.510197+00,,4942.24153,0,-1,4942.24153
2022-12-26 13:25:23.202873+00,,4942.24153,0,-1,4942.24153
2022-12-26 13:30:39.501268+00,,4942.24153,0,-1,4942.24153
2022-12-26 13:40:22.900709+00,,4942.24153,0,-1,4942.24153
2022-12-26 13:50:23.961001+00,,4942.24153,0,-1,4942.24153
2022-12-26 13:55:23.797923+00,,4942.208466,0,-1,4942.208466
2022-12-26 14:05:25.837121+00,,4942.208614,0,-1,4942.208614
2022-12-26 14:15:39.766723+00,,4942.208614,0,-1,4942.208614
2022-12-26 14:20:23.708769+00,,4942.208614,0,-1,4942.208614
2022-12-26 14:30:40.058604+00,,4942.246299,0,-1,4942.246299
2022-12-26 14:40:22.92879+00,,4942.246299,0,-1,4942.246299
2022-12-26 14:50:23.693609+00,,4942.218999,0,-1,4942.218999
2022-12-26 15:00:40.084622+00,,4942.218999,0,-1,4942.218999
2022-12-26 15:05:24.196562+00,,4942.219078,0,-1,4942.219078
2022-12-26 15:10:24.067367+00,,4942.219078,0,-1,4942.219078
2022-12-26 15:20:22.500698+00,,4942.219078,0,-1,4942.219078
2022-12-26 15:25:23.779384+00,,4942.219078,0,-1,4942.219078
2022-12-26 15:35:23.369485+00,,4942.219078,0,-1,4942.219078
2022-12-26 15:40:23.882163+00,,4942.219078,0,-1,4942.219078
2022-12-26 15:50:23.693003+00,,4942.219078,0,-1,4942.219078
2022-12-26 16:00:40.910886+00,,4942.192886,0,-1,4942.192886
2022-12-26 16:10:22.864239+00,,4942.21855,0,-1,4942.21855
2022-12-26 16:15:23.587808+00,,4942.21855,0,-1,4942.21855
2022-12-26 16:25:24.026288+00,,4942.249944,0,-1,4942.249944
2022-12-26 16:35:23.992903+00,,4942.249944,0,-1,4942.249944
2022-12-26 16:45:40.345844+00,,4942.249944,0,-1,4942.249944
2022-12-26 16:50:24.191002+00,,4942.249944,0,-1,4942.249944
2022-12-26 17:00:40.284122+00,,4942.250088,0,-1,4942.250088
2022-12-26 17:10:23.477057+00,,4942.212334,0,-1,4942.212334
2022-12-26 17:15:39.721083+00,,4942.212334,0,-1,4942.212334
2022-12-26 17:20:23.673513+00,,4942.212334,0,-1,4942.212334
2022-12-26 17:25:23.762866+00,,4942.212334,0,-1,4942.212334
2022-12-26 17:35:23.570926+00,,4942.212334,0,-1,4942.212334
2022-12-26 17:45:39.76104+00,,4942.212334,0,-1,4942.212334
2022-12-26 17:55:23.174157+00,,4942.212334,0,-1,4942.212334
2022-12-26 18:00:40.017915+00,,4942.212334,0,-1,4942.212334
2022-12-26 18:05:22.754215+00,,4942.212891,0,-1,4942.212891
2022-12-26 18:10:24.07449+00,,4942.185251,0,-1,4942.185251
2022-12-26 18:15:40.323081+00,,4942.185251,0,-1,4942.185251
2022-12-26 18:25:24.238518+00,,4942.185251,0,-1,4942.185251
2022-12-26 18:35:22.771975+00,,4942.185251,0,-1,4942.185251
2022-12-26 18:40:23.434286+00,,4942.185251,0,-1,4942.185251
2022-12-26 18:50:23.630868+00,,4942.185251,0,-1,4942.185251
2022-12-26 18:55:23.757903+00,,4942.185251,0,-1,4942.185251
2022-12-26 19:05:23.35246+00,,4942.186174,0,-1,4942.186174
2022-12-26 19:15:39.71914+00,,4942.186174,0,-1,4942.186174
2022-12-26 19:25:24.040041+00,,4942.269814,0,-1,4942.269814
2022-12-26 19:30:38.200894+00,,4942.269814,0,-1,4942.269814
2022-12-26 19:40:24.27829+00,,4942.269814,0,-1,4942.269814
2022-12-26 19:50:22.445528+00,,4942.269814,0,-1,4942.269814
2022-12-26 20:00:39.99941+00,,4942.269251,0,-1,4942.269251
2022-12-26 20:10:22.360694+00,,4942.269251,0,-1,4942.269251
2022-12-26 20:20:22.420278+00,,4942.269251,0,-1,4942.269251
2022-12-26 20:25:24.053346+00,,4942.269251,0,-1,4942.269251
2022-12-26 20:35:23.562644+00,,4942.269251,0,-1,4942.269251
2022-12-26 20:45:39.69311+00,,4942.295297,0,-1,4942.295297
2022-12-26 20:55:23.719261+00,,4942.295297,0,-1,4942.295297
2022-12-26 21:05:23.9245+00,,4942.295021,0,-1,4942.295021
2022-12-26 21:10:22.814216+00,,4942.295021,0,-1,4942.295021
2022-12-26 21:20:23.625462+00,,4942.269783,0,-1,4942.269783
2022-12-26 21:30:39.986973+00,,4942.269783,0,-1,4942.269783
2022-12-26 21:40:23.40951+00,,4942.269783,0,-1,4942.269783
2022-12-26 21:45:39.697938+00,,4942.269783,0,-1,4942.269783
2022-12-26 21:55:23.99175+00,,4942.269783,0,-1,4942.269783
2022-12-26 22:05:23.925675+00,,4942.29485,0,-1,4942.29485
2022-12-26 22:10:23.799548+00,,4942.29485,0,-1,4942.29485
2022-12-26 22:20:23.86486+00,,4942.29485,0,-1,4942.29485
2022-12-26 22:30:40.004881+00,,4942.29485,0,-1,4942.29485
2022-12-26 22:35:24.165386+00,,4942.29485,0,-1,4942.29485
2022-12-26 22:45:39.076898+00,,4942.259788,0,-1,4942.259788
2022-12-26 22:55:23.699881+00,,4942.259788,0,-1,4942.259788
2022-12-26 23:05:23.925841+00,,4942.259616,0,-1,4942.259616
2022-12-26 23:15:38.487377+00,,4942.2215,0,-1,4942.2215
2022-12-26 23:20:23.58275+00,,4942.2215,0,-1,4942.2215
2022-12-26 23:30:39.371264+00,,4942.166494,0,-1,4942.166494
2022-12-26 23:35:23.28995+00,,4942.166494,0,-1,4942.166494
2022-12-26 23:40:23.398485+00,,4942.101078,0,-1,4942.101078
2022-12-26 23:50:23.57151+00,,4942.04468,0,-1,4942.04468
2022-12-26 23:55:23.946419+00,,4941.920917,0,-1,4941.920917
2022-12-27 00:05:23.281346+00,,4941.658904,0,-1,4941.658904
2022-12-27 00:10:23.676816+00,,4941.658904,0,-1,4941.658904
2022-12-27 00:20:22.987683+00,,4942.110056,0,-1,4942.110056
2022-12-27 00:25:23.67013+00,,4942.110056,0,-1,4942.110056
2022-12-27 00:35:24.110911+00,,4942.110056,0,-1,4942.110056
2022-12-27 00:40:23.381577+00,,4942.212176,0,-1,4942.212176
2022-12-27 00:50:23.578698+00,,4942.35652,0,-1,4942.35652
2022-12-27 01:00:39.969081+00,,4942.358819,0,-1,4942.358819
2022-12-27 01:05:23.862009+00,,4942.358819,0,-1,4942.358819
2022-12-27 01:15:40.230014+00,,4942.204014,0,-1,4942.204014
2022-12-27 01:20:23.589974+00,,4942.204014,0,-1,4942.204014
2022-12-27 01:30:39.943897+00,,4942.350736,0,-1,4942.350736
2022-12-27 01:40:22.792424+00,,4942.350736,0,-1,4942.350736
2022-12-27 01:45:40.272218+00,,4942.350736,0,-1,4942.350736
2022-12-27 01:50:23.573096+00,,4942.350736,0,-1,4942.350736
2022-12-27 02:00:39.567355+00,,4942.350736,0,-1,4942.350736
2022-12-27 02:05:23.867936+00,,4942.194198,0,-1,4942.194198
2022-12-27 02:10:23.987209+00,,4942.194198,0,-1,4942.194198
2022-12-27 02:20:23.584709+00,,4942.308834,0,-1,4942.308834
2022-12-27 02:25:23.670611+00,,4942.308834,0,-1,4942.308834
2022-12-27 02:30:39.986768+00,,4942.308834,0,-1,4942.308834
2022-12-27 02:40:23.352894+00,,4942.308834,0,-1,4942.308834
2022-12-27 02:45:39.891815+00,,4942.308834,0,-1,4942.308834
2022-12-27 02:50:23.549931+00,,4942.308834,0,-1,4942.308834
2022-12-27 03:00:39.91464+00,,4942.310458,0,-1,4942.310458
2022-12-27 03:10:24.193373+00,,4942.310458,0,-1,4942.310458
2022-12-27 03:15:40.229376+00,,4942.310458,0,-1,4942.310458
2022-12-27 03:25:23.635757+00,,4942.310458,0,-1,4942.310458
2022-12-27 03:35:23.246841+00,,4942.310458,0,-1,4942.310458
2022-12-27 03:40:23.351606+00,,4942.310458,0,-1,4942.310458
2022-12-27 03:50:23.544707+00,,4942.310458,0,-1,4942.310458
2022-12-27 04:00:39.920946+00,,4942.310458,0,-1,4942.310458
2022-12-27 04:05:23.862088+00,,4942.311249,0,-1,4942.311249
2022-12-27 04:15:40.203691+00,,4942.311249,0,-1,4942.311249
2022-12-27 04:20:23.546748+00,,4942.311249,0,-1,4942.311249
2022-12-27 04:30:39.90572+00,,4942.311249,0,-1,4942.311249
2022-12-27 04:35:22.650032+00,,4942.311249,0,-1,4942.311249
2022-12-27 04:45:39.622845+00,,4942.311249,0,-1,4942.311249
2022-12-27 04:50:25.553302+00,,4942.311249,0,-1,4942.311249
2022-12-27 05:00:39.924352+00,,4942.312453,0,-1,4942.312453
2022-12-27 05:05:23.510102+00,,4942.312453,0,-1,4942.312453
2022-12-27 05:15:39.585037+00,,4942.312453,0,-1,4942.312453
2022-12-27 05:20:23.526574+00,,4942.312453,0,-1,4942.312453
2022-12-27 05:30:23.966659+00,,4942.312453,0,-1,4942.312453
2022-12-27 05:40:24.151727+00,,4942.312453,0,-1,4942.312453
2022-12-27 05:50:23.528838+00,,4942.312453,0,-1,4942.312453
2022-12-27 05:55:23.61737+00,,4942.312453,0,-1,4942.312453
2022-12-27 06:05:23.852389+00,,4942.313409,0,-1,4942.313409
2022-12-27 06:15:39.576886+00,,4942.416975,0,-1,4942.416975
2022-12-27 06:20:24.131075+00,,4942.416975,0,-1,4942.416975
2022-12-27 06:30:40.503257+00,,4942.416975,0,-1,4942.416975
2022-12-27 06:35:23.816606+00,,4942.416975,0,-1,4942.416975
2022-12-27 06:40:22.711185+00,,4942.416975,0,-1,4942.416975
2022-12-27 06:50:23.769976+00,,4942.3171,0,-1,4942.3171
2022-12-27 06:55:23.300316+00,,4942.3171,0,-1,4942.3171
2022-12-27 07:05:22.599677+00,,4942.317553,0,-1,4942.317553
2022-12-27 07:10:24.160613+00,,4942.317553,0,-1,4942.317553
2022-12-27 07:20:24.060698+00,,4942.317553,0,-1,4942.317553
2022-12-27 07:30:23.709686+00,,4942.317553,0,-1,4942.317553
2022-12-27 07:40:23.321548+00,,4942.317553,0,-1,4942.317553
2022-12-27 07:50:24.097996+00,,4942.510094,0,-1,4942.510094
2022-12-27 08:00:41.706077+00,,4942.511437,0,-1,4942.511437
2022-12-27 08:10:23.572846+00,,4942.683024,0,-1,4942.683024
2022-12-27 08:20:23.524855+00,,4942.683024,0,-1,4942.683024
2022-12-27 08:25:23.870732+00,,4942.683024,0,-1,4942.683024
2022-12-27 08:35:22.611111+00,,4942.683024,0,-1,4942.683024
2022-12-27 08:40:23.937628+00,,4942.683024,0,-1,4942.683024
2022-12-27 08:45:40.157095+00,,4942.683024,0,-1,4942.683024
2022-12-27 08:55:24.476377+00,,4942.683024,0,-1,4942.683024
2022-12-27 09:05:23.80401+00,,4942.611094,0,-1,4942.611094
2022-12-27 09:10:22.687276+00,,4942.611094,0,-1,4942.611094
2022-12-27 09:20:23.494203+00,,4942.611094,0,-1,4942.611094
2022-12-27 09:25:23.601068+00,,4942.611094,0,-1,4942.611094
2022-12-27 09:35:24.035416+00,,4942.611094,0,-1,4942.611094
2022-12-27 09:45:23.451925+00,,4942.662057,0,-1,4942.662057
2022-12-27 09:50:23.754603+00,,4942.662057,0,-1,4942.662057
2022-12-27 10:00:39.279581+00,,4942.749036,0,-1,4942.749036
2022-12-27 10:10:22.700346+00,,4942.752962,0,-1,4942.752962
2022-12-27 10:15:40.157445+00,,4942.736614,0,-1,4942.736614
2022-12-27 10:25:23.596374+00,,4942.736614,0,-1,4942.736614
2022-12-27 10:35:23.787919+00,,4942.736614,0,-1,4942.736614
2022-12-27 10:45:40.416754+00,,4942.736614,0,-1,4942.736614
2022-12-27 10:55:23.834947+00,,4942.751614,0,-1,4942.751614
2022-12-27 11:00:39.913983+00,,4942.751582,0,-1,4942.751582
2022-12-27 11:05:23.786001+00,,4942.751582,0,-1,4942.751582
2022-12-27 11:15:39.608521+00,,4942.751582,0,-1,4942.751582
2022-12-27 11:20:25.284085+00,,4942.799898,0,-1,4942.799898
2022-12-27 11:30:38.660027+00,,4942.799898,0,-1,4942.799898
2022-12-27 11:35:23.795645+00,,4942.799898,0,-1,4942.799898
2022-12-27 11:45:40.160169+00,,4942.799898,0,-1,4942.799898
2022-12-27 11:50:22.864291+00,,4942.799898,0,-1,4942.799898
2022-12-27 12:00:39.838897+00,,4942.799898,0,-1,4942.799898
2022-12-27 12:05:22.574424+00,,4942.799896,0,-1,4942.799896
2022-12-27 12:10:23.882786+00,,4942.799896,0,-1,4942.799896
2022-12-27 12:15:39.51171+00,,4942.799896,0,-1,4942.799896
2022-12-27 12:25:23.562289+00,,4942.799896,0,-1,4942.799896
2022-12-27 12:30:40.724609+00,,4942.799896,0,-1,4942.799896
2022-12-27 12:40:24.485505+00,,4942.77498,0,-1,4942.77498
2022-12-27 12:45:39.548988+00,,4942.77498,0,-1,4942.77498
2022-12-27 12:55:24.784164+00,,4942.750068,0,-1,4942.750068
2022-12-27 13:05:23.166402+00,,4942.76584,0,-1,4942.76584
2022-12-27 13:10:26.505388+00,,4942.80508,0,-1,4942.80508
2022-12-27 13:20:23.131573+00,,4942.80508,0,-1,4942.80508
2022-12-27 13:30:39.503672+00,,4942.80508,0,-1,4942.80508
2022-12-27 13:35:23.750022+00,,4942.80508,0,-1,4942.80508
2022-12-27 13:45:40.136792+00,,4942.80508,0,-1,4942.80508
2022-12-27 13:50:23.454221+00,,4942.768108,0,-1,4942.768108
2022-12-27 14:00:40.533193+00,,4942.768108,0,-1,4942.768108
2022-12-27 14:10:23.910279+00,,4942.768284,0,-1,4942.768284
2022-12-27 14:15:40.115568+00,,4942.806397,0,-1,4942.806397
2022-12-27 14:25:23.56608+00,,4942.806397,0,-1,4942.806397
2022-12-27 14:35:23.173631+00,,4942.760784,0,-1,4942.760784
2022-12-27 14:40:24.08478+00,,4942.610984,0,-1,4942.610984
2022-12-27 14:50:24.080542+00,,4942.555709,0,-1,4942.555709
2022-12-27 15:00:39.245326+00,,4942.555709,0,-1,4942.555709
2022-12-27 15:10:24.097075+00,,4942.517867,0,-1,4942.517867
2022-12-27 15:15:41.563848+00,,4942.73416,0,-1,4942.73416
2022-12-27 15:25:22.938865+00,,4943.034154,0,-1,4943.034154
2022-12-27 15:35:24.185103+00,,4943.057895,0,-1,4943.057895
2022-12-27 15:45:41.292097+00,,4943.052695,0,-1,4943.052695
2022-12-27 15:50:23.452529+00,,4943.052695,0,-1,4943.052695
2022-12-27 15:55:23.543681+00,,4943.052695,0,-1,4943.052695
2022-12-27 16:05:23.739813+00,,4943.012535,0,-1,4943.012535
2022-12-27 16:15:40.116154+00,,4943.012535,0,-1,4943.012535
2022-12-27 16:20:23.677087+00,,4943.012535,0,-1,4943.012535
2022-12-27 16:30:39.799847+00,,4943.037535,0,-1,4943.037535
2022-12-27 16:40:23.347843+00,,4943.037535,0,-1,4943.037535
2022-12-27 16:45:40.225507+00,,4943.037535,0,-1,4943.037535
2022-12-27 16:50:24.287436+00,,4943.037535,0,-1,4943.037535
2022-12-27 17:00:39.583413+00,,4943.006096,0,-1,4943.006096
2022-12-27 17:05:23.721496+00,,4943.006096,0,-1,4943.006096
2022-12-27 17:15:40.073641+00,,4943.048414,0,-1,4943.048414
2022-12-27 17:20:24.074436+00,,4943.008387,0,-1,4943.008387
2022-12-27 17:30:40.033129+00,,4942.913917,0,-1,4942.913917
2022-12-27 17:40:23.83105+00,,4942.913917,0,-1,4942.913917
2022-12-27 17:45:38.298842+00,,4942.719937,0,-1,4942.719937
2022-12-27 17:50:22.839286+00,,4942.981792,0,-1,4942.981792
2022-12-27 18:00:23.641649+00,,4943.100838,0,-1,4943.100838
2022-12-27 18:10:22.604744+00,,4942.928024,0,-1,4942.928024
2022-12-27 18:15:39.499392+00,,4943.051432,0,-1,4943.051432
2022-12-27 18:25:23.397904+00,,4943.067658,0,-1,4943.067658
2022-12-27 18:30:39.182993+00,,4943.067658,0,-1,4943.067658
2022-12-27 18:35:23.712559+00,,4943.067658,0,-1,4943.067658
2022-12-27 18:40:23.836124+00,,4943.067658,0,-1,4943.067658
2022-12-27 18:50:23.411922+00,,4942.928149,0,-1,4942.928149
2022-12-27 19:00:40.956347+00,,4942.928149,0,-1,4942.928149
2022-12-27 19:05:25.499881+00,,4943.04569,0,-1,4943.04569
2022-12-27 19:15:40.059811+00,,4943.04569,0,-1,4943.04569
2022-12-27 19:25:23.483798+00,,4942.938841,0,-1,4942.938841
2022-12-27 19:30:39.769815+00,,4943.063841,0,-1,4943.063841
2022-12-27 19:40:24.064917+00,,4943.186621,0,-1,4943.186621
2022-12-27 19:45:39.7414+00,,4943.368941,0,-1,4943.368941
2022-12-27 19:55:23.735673+00,,4943.368941,0,-1,4943.368941
2022-12-27 20:05:23.708534+00,,4943.368941,0,-1,4943.368941
2022-12-27 20:15:40.108333+00,,4943.368941,0,-1,4943.368941
2022-12-27 20:25:23.735985+00,,4943.368941,0,-1,4943.368941
2022-12-27 20:30:23.586993+00,,4943.368941,0,-1,4943.368941
2022-12-27 20:35:23.925746+00,,4943.368941,0,-1,4943.368941
2022-12-27 20:45:39.669897+00,,4943.368941,0,-1,4943.368941
2022-12-27 20:50:23.983489+00,,4943.368941,0,-1,4943.368941
2022-12-27 21:00:40.370213+00,,4943.368941,0,-1,4943.368941
2022-12-27 21:05:23.955243+00,,4943.368941,0,-1,4943.368941
2022-12-27 21:10:23.776704+00,,4943.368941,0,-1,4943.368941
2022-12-27 21:20:24.203801+00,,4943.368941,0,-1,4943.368941
2022-12-27 21:30:39.14026+00,,4943.368941,0,-1,4943.368941
2022-12-27 21:40:22.60418+00,,4943.368941,0,-1,4943.368941
2022-12-27 21:50:24.328871+00,,4943.368941,0,-1,4943.368941
2022-12-27 22:00:39.778156+00,,4943.369775,0,-1,4943.369775
2022-12-27 22:10:23.803269+00,,4943.369775,0,-1,4943.369775
2022-12-27 22:20:24.256753+00,,4943.339938,0,-1,4943.339938
2022-12-27 22:30:40.331309+00,,4943.339938,0,-1,4943.339938
2022-12-27 22:35:23.931812+00,,4943.339938,0,-1,4943.339938
2022-12-27 22:40:23.380704+00,,4943.349438,0,-1,4943.349438
2022-12-27 22:50:23.350936+00,,4943.349438,0,-1,4943.349438
2022-12-27 23:00:39.758332+00,,4943.386807,0,-1,4943.386807
2022-12-27 23:10:23.775982+00,,4943.386807,0,-1,4943.386807
2022-12-27 23:20:23.379849+00,,4943.342228,0,-1,4943.342228
2022-12-27 23:25:23.468463+00,,4943.342228,0,-1,4943.342228
2022-12-27 23:30:42.124677+00,,4943.342228,0,-1,4943.342228
2022-12-27 23:40:24.969444+00,,4943.342228,0,-1,4943.342228
2022-12-27 23:50:23.946968+00,,4943.387973,0,-1,4943.387973
2022-12-28 00:00:39.714893+00,,4943.3878,0,-1,4943.3878
2022-12-28 00:10:23.737195+00,,4943.3878,0,-1,4943.3878
2022-12-28 00:20:23.933301+00,,4943.3878,0,-1,4943.3878
2022-12-28 00:30:40.310899+00,,4943.431974,0,-1,4943.431974
2022-12-28 00:40:23.768838+00,,4943.431974,0,-1,4943.431974
2022-12-28 00:50:23.618024+00,,4943.431974,0,-1,4943.431974
2022-12-28 01:00:38.760975+00,,4943.495158,0,-1,4943.495158
2022-12-28 01:10:22.549279+00,,4943.479744,0,-1,4943.479744
2022-12-28 01:15:39.654784+00,,4943.479744,0,-1,4943.479744
2022-12-28 01:20:22.7434+00,,4943.50827,0,-1,4943.50827
2022-12-28 01:30:39.711081+00,,4943.54192,0,-1,4943.54192
2022-12-28 01:35:23.689821+00,,4943.52252,0,-1,4943.52252
2022-12-28 01:45:23.500264+00,,4943.558388,0,-1,4943.558388
2022-12-28 01:50:23.574973+00,,4943.558388,0,-1,4943.558388
2022-12-28 01:55:24.030083+00,,4943.599629,0,-1,4943.599629
2022-12-28 02:05:24.039934+00,,4943.59937,0,-1,4943.59937
2022-12-28 02:10:23.721872+00,,4943.59937,0,-1,4943.59937
2022-12-28 02:15:40.021875+00,,4943.59937,0,-1,4943.59937
2022-12-28 02:25:22.479343+00,,4943.643536,0,-1,4943.643536
2022-12-28 02:30:40.308175+00,,4943.643536,0,-1,4943.643536
2022-12-28 02:40:23.728571+00,,4943.643536,0,-1,4943.643536
2022-12-28 02:45:39.993016+00,,4943.643536,0,-1,4943.643536
2022-12-28 02:55:24.251565+00,,4943.643536,0,-1,4943.643536
2022-12-28 03:05:23.850323+00,,4943.695791,0,-1,4943.695791
